config,image,rate,position,p_embed
p1,00222.png,0.25,0.729963,0.0
p1,00222.png,0.25,0.739982,0.0
p1,00222.png,0.25,0.749954,0.0
p1,00222.png,0.25,0.759972,0.0
p1,00222.png,0.25,0.769991,0.0
p1,00222.png,0.25,0.779963,0.0
p1,00222.png,0.25,0.789982,0.0
p1,00222.png,0.25,0.799954,0.0
p1,00222.png,0.25,0.809972,0.0
p1,00222.png,0.25,0.819991,0.0
p1,00222.png,0.25,0.829963,0.0
p1,00222.png,0.25,0.839982,0.0
p1,00222.png,0.25,0.849954,0.0
p1,00222.png,0.25,0.859972,0.0
p1,00222.png,0.25,0.869991,0.0
p1,00222.png,0.25,0.879963,0.0
p1,00222.png,0.25,0.889982,0.0
p1,00222.png,0.25,0.899954,0.0
p1,00222.png,0.25,0.909972,0.0
p1,00222.png,0.25,0.919991,0.0
p1,00222.png,0.25,0.929963,0.0
p1,00222.png,0.25,0.939982,0.0
p1,00222.png,0.25,0.949954,0.0
p1,00222.png,0.25,0.959972,0.0
p1,00222.png,0.25,0.969991,0.0
p1,00222.png,0.25,0.979963,0.0
p1,00222.png,0.25,0.989982,0.0
p1,00222.png,0.25,1.0,0.0
p1,00283.png,0.25,0.009972,1.0
p1,00283.png,0.25,0.019945,0.999999
p1,00283.png,0.25,0.029963,0.999999
p1,00283.png,0.25,0.039936,0.999782
p1,00283.png,0.25,0.049954,0.999385
p1,00283.png,0.25,0.059972,0.990879
p1,00283.png,0.25,0.069945,0.969281
p1,00283.png,0.25,0.079963,0.997935
p1,00283.png,0.25,0.089936,0.992971
p1,00283.png,0.25,0.099954,0.977211
p1,00283.png,0.25,0.109972,0.973656
p1,00283.png,0.25,0.119945,0.986053
p1,00283.png,0.25,0.129963,0.986142
p1,00283.png,0.25,0.139936,0.962017
p1,00283.png,0.25,0.149954,0.916985
p1,00283.png,0.25,0.159972,0.922593
p1,00283.png,0.25,0.169945,0.957749
p1,00283.png,0.25,0.179963,0.970805
p1,00283.png,0.25,0.189936,0.935109
p1,00283.png,0.25,0.199954,0.945978
p1,00283.png,0.25,0.209972,0.955767
p1,00283.png,0.25,0.219945,0.919815
p1,00283.png,0.25,0.229963,0.876764
p1,00283.png,0.25,0.239936,0.727236
p1,00283.png,0.25,0.249954,0.694574
p1,00283.png,0.25,0.259972,0.51372
p1,00283.png,0.25,0.269945,0.594144
p1,00283.png,0.25,0.279963,0.489286
p1,00283.png,0.25,0.289936,0.447334
p1,00283.png,0.25,0.299954,0.449491
p1,00283.png,0.25,0.309972,0.535208
p1,00283.png,0.25,0.319945,0.424465
p1,00283.png,0.25,0.329963,0.256725
p1,00283.png,0.25,0.339982,0.220269
p1,00283.png,0.25,0.349954,0.240354
p1,00283.png,0.25,0.359972,0.257811
p1,00283.png,0.25,0.369945,0.227785
p1,00283.png,0.25,0.379963,0.189058
p1,00283.png,0.25,0.389982,0.202818
p1,00283.png,0.25,0.399954,0.224649
p1,00283.png,0.25,0.409972,0.186337
p1,00283.png,0.25,0.419945,0.135402
p1,00283.png,0.25,0.429963,0.13796
p1,00283.png,0.25,0.439982,0.16492
p1,00283.png,0.25,0.449954,0.124323
p1,00283.png,0.25,0.459972,0.150266
p1,00283.png,0.25,0.469945,0.132943
p1,00283.png,0.25,0.479963,0.140028
p1,00283.png,0.25,0.489982,0.205662
p1,00283.png,0.25,0.499954,0.119491
p1,00283.png,0.25,0.509972,0.106712
p1,00283.png,0.25,0.519945,0.132806
p1,00283.png,0.25,0.529963,0.137846
p1,00283.png,0.25,0.539982,0.096037
p1,00283.png,0.25,0.549954,0.096842
p1,00283.png,0.25,0.559972,0.095016
p1,00283.png,0.25,0.569945,0.080137
p1,00283.png,0.25,0.579963,0.051151
p1,00283.png,0.25,0.589982,0.039397
p1,00283.png,0.25,0.599954,0.034108
p1,00283.png,0.25,0.609972,0.024142
p1,00283.png,0.25,0.619945,0.024293
p1,00283.png,0.25,0.629963,0.012161
p1,00283.png,0.25,0.639982,0.010505
p1,00283.png,0.25,0.649954,0.004683
p1,00283.png,0.25,0.659972,0.00383
p1,00283.png,0.25,0.669991,0.001203
p1,00283.png,0.25,0.679963,0.001211
p1,00283.png,0.25,0.689982,0.001032
p1,00283.png,0.25,0.699954,0.000922
p1,00283.png,0.25,0.709972,0.000646
p1,00283.png,0.25,0.719991,0.00069
p1,00283.png,0.25,0.729963,0.000284
p1,00283.png,0.25,0.739982,0.000101
p1,00283.png,0.25,0.749954,8.4e-05
p1,00283.png,0.25,0.759972,4.4e-05
p1,00283.png,0.25,0.769991,2.3e-05
p1,00283.png,0.25,0.779963,1.5e-05
p1,00283.png,0.25,0.789982,5e-06
p1,00283.png,0.25,0.799954,5e-06
p1,00283.png,0.25,0.809972,4e-06
p1,00283.png,0.25,0.819991,3e-06
p1,00283.png,0.25,0.829963,1e-06
p1,00283.png,0.25,0.839982,1e-06
p1,00283.png,0.25,0.849954,1e-06
p1,00283.png,0.25,0.859972,0.0
p1,00283.png,0.25,0.869991,0.0
p1,00283.png,0.25,0.879963,0.0
p1,00283.png,0.25,0.889982,0.0
p1,00283.png,0.25,0.899954,0.0
p1,00283.png,0.25,0.909972,0.0
p1,00283.png,0.25,0.919991,0.0
p1,00283.png,0.25,0.929963,0.0
p1,00283.png,0.25,0.939982,0.0
p1,00283.png,0.25,0.949954,0.0
p1,00283.png,0.25,0.959972,0.0
p1,00283.png,0.25,0.969991,0.0
p1,00283.png,0.25,0.979963,0.0
p1,00283.png,0.25,0.989982,0.0
p1,00283.png,0.25,1.0,0.0
p1,00426.png,0.25,0.009972,0.999995
p1,00426.png,0.25,0.019945,0.999989
p1,00426.png,0.25,0.029963,0.998605
p1,00426.png,0.25,0.039936,0.998515
p1,00426.png,0.25,0.049954,0.992633
p1,00426.png,0.25,0.059972,0.999428
p1,00426.png,0.25,0.069945,0.990764
p1,00426.png,0.25,0.079963,0.977738
p1,00426.png,0.25,0.089936,0.956953
p1,00426.png,0.25,0.099954,0.97419
p1,00426.png,0.25,0.109972,0.829961
p1,00426.png,0.25,0.119945,0.628568
p1,00426.png,0.25,0.129963,0.389889
p1,00426.png,0.25,0.139936,0.455859
p1,00426.png,0.25,0.149954,0.432296
p1,00426.png,0.25,0.159972,0.400312
p1,00426.png,0.25,0.169945,0.368482
p1,00426.png,0.25,0.179963,0.416438
p1,00426.png,0.25,0.189936,0.17958
p1,00426.png,0.25,0.199954,0.247159
p1,00426.png,0.25,0.209972,0.162846
p1,00426.png,0.25,0.219945,0.225674
p1,00426.png,0.25,0.229963,0.087549
p1,00426.png,0.25,0.239936,0.145927
p1,00426.png,0.25,0.249954,0.103591
p1,00426.png,0.25,0.259972,0.102216
p1,00426.png,0.25,0.269945,0.174715
p1,00426.png,0.25,0.279963,0.281039
p1,00426.png,0.25,0.289936,0.408906
p1,00426.png,0.25,0.299954,0.214342
p1,00426.png,0.25,0.309972,0.212017
p1,00426.png,0.25,0.319945,0.245337
p1,00426.png,0.25,0.329963,0.111035
p1,00426.png,0.25,0.339982,0.101826
p1,00426.png,0.25,0.349954,0.099275
p1,00426.png,0.25,0.359972,0.07434
p1,00426.png,0.25,0.369945,0.084767
p1,00426.png,0.25,0.379963,0.09317
p1,00426.png,0.25,0.389982,0.069924
p1,00426.png,0.25,0.399954,0.048205
p1,00426.png,0.25,0.409972,0.028152
p1,00426.png,0.25,0.419945,0.012772
p1,00426.png,0.25,0.429963,0.008176
p1,00426.png,0.25,0.439982,0.00544
p1,00426.png,0.25,0.449954,0.003411
p1,00426.png,0.25,0.459972,0.001069
p1,00426.png,0.25,0.469945,0.000299
p1,00426.png,0.25,0.479963,9.8e-05
p1,00426.png,0.25,0.489982,4.3e-05
p1,00426.png,0.25,0.499954,1.8e-05
p1,00426.png,0.25,0.509972,6e-06
p1,00426.png,0.25,0.519945,2e-06
p1,00426.png,0.25,0.529963,0.0
p1,00426.png,0.25,0.539982,0.0
p1,00426.png,0.25,0.549954,0.0
p1,00426.png,0.25,0.559972,0.0
p1,00426.png,0.25,0.569945,0.0
p1,00426.png,0.25,0.579963,0.0
p1,00426.png,0.25,0.589982,0.0
p1,00426.png,0.25,0.599954,0.0
p1,00426.png,0.25,0.609972,0.0
p1,00426.png,0.25,0.619945,0.0
p1,00426.png,0.25,0.629963,0.0
p1,00426.png,0.25,0.639982,0.0
p1,00426.png,0.25,0.649954,0.0
p1,00426.png,0.25,0.659972,0.0
p1,00426.png,0.25,0.669991,0.0
p1,00426.png,0.25,0.679963,0.0
p1,00426.png,0.25,0.689982,0.0
p1,00426.png,0.25,0.699954,0.0
p1,00426.png,0.25,0.709972,0.0
p1,00426.png,0.25,0.719991,0.0
p1,00426.png,0.25,0.729963,0.0
p1,00426.png,0.25,0.739982,0.0
p1,00426.png,0.25,0.749954,0.0
p1,00426.png,0.25,0.759972,0.0
p1,00426.png,0.25,0.769991,0.0
p1,00426.png,0.25,0.779963,0.0
p1,00426.png,0.25,0.789982,0.0
p1,00426.png,0.25,0.799954,0.0
p1,00426.png,0.25,0.809972,0.0
p1,00426.png,0.25,0.819991,0.0
p1,00426.png,0.25,0.829963,0.0
p1,00426.png,0.25,0.839982,0.0
p1,00426.png,0.25,0.849954,0.0
p1,00426.png,0.25,0.859972,0.0
p1,00426.png,0.25,0.869991,0.0
p1,00426.png,0.25,0.879963,0.0
p1,00426.png,0.25,0.889982,0.0
p1,00426.png,0.25,0.899954,0.0
p1,00426.png,0.25,0.909972,0.0
p1,00426.png,0.25,0.919991,0.0
p1,00426.png,0.25,0.929963,0.0
p1,00426.png,0.25,0.939982,0.0
p1,00426.png,0.25,0.949954,0.0
p1,00426.png,0.25,0.959972,0.0
p1,00426.png,0.25,0.969991,0.0
p1,00426.png,0.25,0.979963,0.0
p1,00426.png,0.25,0.989982,0.0
p1,00426.png,0.25,1.0,0.0
p1,00054.png,0.5,0.009972,0.998652
p1,00054.png,0.5,0.019945,0.994706
p1,00054.png,0.5,0.029963,0.965666
p1,00054.png,0.5,0.039936,0.904755
p1,00054.png,0.5,0.049954,0.737641
p1,00054.png,0.5,0.059972,0.515306
p1,00054.png,0.5,0.069945,0.229777
p1,00054.png,0.5,0.079963,0.036135
p1,00054.png,0.5,0.089936,0.008092
p1,00054.png,0.5,0.099954,0.000268
p1,00054.png,0.5,0.109972,0.0002
p1,00054.png,0.5,0.119945,9.5e-05
p1,00054.png,0.5,0.129963,1.6e-05
p1,00054.png,0.5,0.139936,1.1e-05
p1,00054.png,0.5,0.149954,4e-06
p1,00054.png,0.5,0.159972,0.0
p1,00054.png,0.5,0.169945,0.0
p1,00054.png,0.5,0.179963,0.0
p1,00054.png,0.5,0.189936,0.0
p1,00054.png,0.5,0.199954,0.0
p1,00054.png,0.5,0.209972,0.0
p1,00054.png,0.5,0.219945,0.0
p1,00054.png,0.5,0.229963,0.0
p1,00054.png,0.5,0.239936,0.0
p1,00054.png,0.5,0.249954,0.0
p1,00054.png,0.5,0.259972,0.0
p1,00054.png,0.5,0.269945,0.0
p1,00054.png,0.5,0.279963,0.0
p1,00054.png,0.5,0.289936,0.0
p1,00054.png,0.5,0.299954,0.0
p1,00054.png,0.5,0.309972,0.0
p1,00054.png,0.5,0.319945,0.0
p1,00054.png,0.5,0.329963,0.0
p1,00054.png,0.5,0.339982,0.0
p1,00054.png,0.5,0.349954,0.0
p1,00054.png,0.5,0.359972,0.0
p1,00054.png,0.5,0.369945,0.0
p1,00054.png,0.5,0.379963,0.0
p1,00054.png,0.5,0.389982,0.0
p1,00054.png,0.5,0.399954,0.0
p1,00054.png,0.5,0.409972,0.0
p1,00054.png,0.5,0.419945,0.0
p1,00054.png,0.5,0.429963,0.0
p1,00054.png,0.5,0.439982,0.0
p1,00054.png,0.5,0.449954,0.0
p1,00054.png,0.5,0.459972,0.0
p1,00054.png,0.5,0.469945,0.0
p1,00054.png,0.5,0.479963,0.0
p1,00054.png,0.5,0.489982,0.0
p1,00054.png,0.5,0.499954,0.0
p1,00054.png,0.5,0.509972,0.0
p1,00054.png,0.5,0.519945,0.0
p1,00054.png,0.5,0.529963,0.0
p1,00054.png,0.5,0.539982,0.0
p1,00054.png,0.5,0.549954,0.0
p1,00054.png,0.5,0.559972,0.0
p1,00054.png,0.5,0.569945,0.0
p1,00054.png,0.5,0.579963,0.0
p1,00054.png,0.5,0.589982,0.0
p1,00054.png,0.5,0.599954,0.0
p1,00054.png,0.5,0.609972,0.0
p1,00054.png,0.5,0.619945,0.0
p1,00054.png,0.5,0.629963,0.0
p1,00054.png,0.5,0.639982,0.0
p1,00054.png,0.5,0.649954,0.0
p1,00054.png,0.5,0.659972,0.0
p1,00054.png,0.5,0.669991,0.0
p1,00054.png,0.5,0.679963,0.0
p1,00054.png,0.5,0.689982,0.0
p1,00054.png,0.5,0.699954,0.0
p1,00054.png,0.5,0.709972,0.0
p1,00054.png,0.5,0.719991,0.0
p1,00054.png,0.5,0.729963,0.0
p1,00054.png,0.5,0.739982,0.0
p1,00054.png,0.5,0.749954,0.0
p1,00054.png,0.5,0.759972,0.0
p1,00054.png,0.5,0.769991,0.0
p1,00054.png,0.5,0.779963,0.0
p1,00054.png,0.5,0.789982,0.0
p1,00054.png,0.5,0.799954,0.0
p1,00054.png,0.5,0.809972,0.0
p1,00054.png,0.5,0.819991,0.0
p1,00054.png,0.5,0.829963,0.0
p1,00054.png,0.5,0.839982,0.0
p1,00054.png,0.5,0.849954,0.0
p1,00054.png,0.5,0.859972,0.0
p1,00054.png,0.5,0.869991,0.0
p1,00054.png,0.5,0.879963,0.0
p1,00054.png,0.5,0.889982,0.0
p1,00054.png,0.5,0.899954,0.0
p1,00054.png,0.5,0.909972,0.0
p1,00054.png,0.5,0.919991,0.0
p1,00054.png,0.5,0.929963,0.0
p1,00054.png,0.5,0.939982,0.0
p1,00054.png,0.5,0.949954,0.0
p1,00054.png,0.5,0.959972,0.0
p1,00054.png,0.5,0.969991,0.0
p1,00054.png,0.5,0.979963,0.0
p1,00054.png,0.5,0.989982,0.0
p1,00054.png,0.5,1.0,0.0
p1,00075.png,0.5,0.009972,0.995145
p1,00075.png,0.5,0.019945,0.981418
p1,00075.png,0.5,0.029963,0.818801
p1,00075.png,0.5,0.039936,0.734422
p1,00075.png,0.5,0.049954,0.5447
p1,00075.png,0.5,0.059972,0.632707
p1,00075.png,0.5,0.069945,0.565396
p1,00075.png,0.5,0.079963,0.343971
p1,00075.png,0.5,0.089936,0.219189
p1,00075.png,0.5,0.099954,0.120073
p1,00075.png,0.5,0.109972,0.053435
p1,00075.png,0.5,0.119945,0.031633
p1,00075.png,0.5,0.129963,0.005423
p1,00075.png,0.5,0.139936,0.003136
p1,00075.png,0.5,0.149954,0.007254
p1,00075.png,0.5,0.159972,0.013059
p1,00075.png,0.5,0.169945,0.017725
p1,00075.png,0.5,0.179963,0.003153
p1,00075.png,0.5,0.189936,0.000396
p1,00075.png,0.5,0.199954,8.1e-05
p1,00075.png,0.5,0.209972,3e-06
p1,00075.png,0.5,0.219945,1e-06
p1,00075.png,0.5,0.229963,0.0
p1,00075.png,0.5,0.239936,0.0
p1,00075.png,0.5,0.249954,0.0
p1,00075.png,0.5,0.259972,0.0
p1,00075.png,0.5,0.269945,0.0
p1,00075.png,0.5,0.279963,0.0
p1,00075.png,0.5,0.289936,0.0
p1,00075.png,0.5,0.299954,0.0
p1,00075.png,0.5,0.309972,0.0
p1,00075.png,0.5,0.319945,0.0
p1,00075.png,0.5,0.329963,0.0
p1,00075.png,0.5,0.339982,0.0
p1,00075.png,0.5,0.349954,0.0
p1,00075.png,0.5,0.359972,0.0
p1,00075.png,0.5,0.369945,0.0
p1,00075.png,0.5,0.379963,0.0
p1,00075.png,0.5,0.389982,0.0
p1,00075.png,0.5,0.399954,0.0
p1,00075.png,0.5,0.409972,0.0
p1,00075.png,0.5,0.419945,0.0
p1,00075.png,0.5,0.429963,0.0
p1,00075.png,0.5,0.439982,0.0
p1,00075.png,0.5,0.449954,0.0
p1,00075.png,0.5,0.459972,0.0
p1,00075.png,0.5,0.469945,0.0
p1,00075.png,0.5,0.479963,0.0
p1,00075.png,0.5,0.489982,0.0
p1,00075.png,0.5,0.499954,0.0
p1,00075.png,0.5,0.509972,0.0
p1,00075.png,0.5,0.519945,0.0
p1,00075.png,0.5,0.529963,0.0
p1,00075.png,0.5,0.539982,0.0
p1,00075.png,0.5,0.549954,0.0
p1,00075.png,0.5,0.559972,0.0
p1,00075.png,0.5,0.569945,0.0
p1,00075.png,0.5,0.579963,0.0
p1,00075.png,0.5,0.589982,0.0
p1,00075.png,0.5,0.599954,0.0
p1,00075.png,0.5,0.609972,0.0
p1,00075.png,0.5,0.619945,0.0
p1,00075.png,0.5,0.629963,0.0
p1,00075.png,0.5,0.639982,0.0
p1,00075.png,0.5,0.649954,0.0
p1,00075.png,0.5,0.659972,0.0
p1,00075.png,0.5,0.669991,0.0
p1,00075.png,0.5,0.679963,0.0
p1,00075.png,0.5,0.689982,0.0
p1,00075.png,0.5,0.699954,0.0
p1,00075.png,0.5,0.709972,0.0
p1,00075.png,0.5,0.719991,0.0
p1,00075.png,0.5,0.729963,0.0
p1,00075.png,0.5,0.739982,0.0
p1,00075.png,0.5,0.749954,0.0
p1,00075.png,0.5,0.759972,0.0
p1,00075.png,0.5,0.769991,0.0
p1,00075.png,0.5,0.779963,0.0
p1,00075.png,0.5,0.789982,0.0
p1,00075.png,0.5,0.799954,0.0
p1,00075.png,0.5,0.809972,0.0
p1,00075.png,0.5,0.819991,0.0
p1,00075.png,0.5,0.829963,0.0
p1,00075.png,0.5,0.839982,0.0
p1,00075.png,0.5,0.849954,0.0
p1,00075.png,0.5,0.859972,0.0
p1,00075.png,0.5,0.869991,0.0
p1,00075.png,0.5,0.879963,0.0
p1,00075.png,0.5,0.889982,0.0
p1,00075.png,0.5,0.899954,0.0
p1,00075.png,0.5,0.909972,0.0
p1,00075.png,0.5,0.919991,0.0
p1,00075.png,0.5,0.929963,0.0
p1,00075.png,0.5,0.939982,0.0
p1,00075.png,0.5,0.949954,0.0
p1,00075.png,0.5,0.959972,0.0
p1,00075.png,0.5,0.969991,0.0
p1,00075.png,0.5,0.979963,0.0
p1,00075.png,0.5,0.989982,0.0
p1,00075.png,0.5,1.0,0.0
p1,00222.png,0.5,0.009972,1.0
p1,00222.png,0.5,0.019945,0.999995
p1,00222.png,0.5,0.029963,0.995221
p1,00222.png,0.5,0.039936,0.768466
p1,00222.png,0.5,0.049954,0.274562
p1,00222.png,0.5,0.059972,0.032464
p1,00222.png,0.5,0.069945,0.001471
p1,00222.png,0.5,0.079963,4.8e-05
p1,00222.png,0.5,0.089936,2e-06
p1,00222.png,0.5,0.099954,0.0
p1,00222.png,0.5,0.109972,0.0
p1,00222.png,0.5,0.119945,0.0
p1,00222.png,0.5,0.129963,0.0
p1,00222.png,0.5,0.139936,0.0
p1,00222.png,0.5,0.149954,0.0
p1,00222.png,0.5,0.159972,0.0
p1,00222.png,0.5,0.169945,0.0
p1,00222.png,0.5,0.179963,0.0
p1,00222.png,0.5,0.189936,0.0
p1,00222.png,0.5,0.199954,0.0
p1,00222.png,0.5,0.209972,0.0
p1,00222.png,0.5,0.219945,0.0
p1,00222.png,0.5,0.229963,0.0
p1,00222.png,0.5,0.239936,0.0
p1,00222.png,0.5,0.249954,0.0
p1,00222.png,0.5,0.259972,0.0
p1,00222.png,0.5,0.269945,0.0
p1,00222.png,0.5,0.279963,0.0
p1,00222.png,0.5,0.289936,0.0
p1,00222.png,0.5,0.299954,0.0
p1,00222.png,0.5,0.309972,0.0
p1,00222.png,0.5,0.319945,0.0
p1,00222.png,0.5,0.329963,0.0
p1,00222.png,0.5,0.339982,0.0
p1,00222.png,0.5,0.349954,0.0
p1,00222.png,0.5,0.359972,0.0
p1,00222.png,0.5,0.369945,0.0
p1,00222.png,0.5,0.379963,0.0
p1,00222.png,0.5,0.389982,0.0
p1,00222.png,0.5,0.399954,0.0
p1,00222.png,0.5,0.409972,0.0
p1,00222.png,0.5,0.419945,0.0
p1,00222.png,0.5,0.429963,0.0
p1,00222.png,0.5,0.439982,0.0
p1,00222.png,0.5,0.449954,0.0
p1,00222.png,0.5,0.459972,0.0
p1,00222.png,0.5,0.469945,0.0
p1,00222.png,0.5,0.479963,0.0
p1,00222.png,0.5,0.489982,0.0
p1,00222.png,0.5,0.499954,0.0
p1,00222.png,0.5,0.509972,0.0
p1,00222.png,0.5,0.519945,0.0
p1,00222.png,0.5,0.529963,0.0
p1,00222.png,0.5,0.539982,0.0
p1,00222.png,0.5,0.549954,0.0
p1,00222.png,0.5,0.559972,0.0
p1,00222.png,0.5,0.569945,0.0
p1,00222.png,0.5,0.579963,0.0
p1,00222.png,0.5,0.589982,0.0
p1,00222.png,0.5,0.599954,0.0
p1,00222.png,0.5,0.609972,0.0
p1,00222.png,0.5,0.619945,0.0
p1,00222.png,0.5,0.629963,0.0
p1,00222.png,0.5,0.639982,0.0
p1,00222.png,0.5,0.649954,0.0
p1,00222.png,0.5,0.659972,0.0
p1,00222.png,0.5,0.669991,0.0
p1,00222.png,0.5,0.679963,0.0
p1,00222.png,0.5,0.689982,0.0
p1,00222.png,0.5,0.699954,0.0
p1,00222.png,0.5,0.709972,0.0
p1,00222.png,0.5,0.719991,0.0
p1,00222.png,0.5,0.729963,0.0
p1,00222.png,0.5,0.739982,0.0
p1,00222.png,0.5,0.749954,0.0
p1,00222.png,0.5,0.759972,0.0
p1,00222.png,0.5,0.769991,0.0
p1,00222.png,0.5,0.779963,0.0
p1,00222.png,0.5,0.789982,0.0
p1,00222.png,0.5,0.799954,0.0
p1,00222.png,0.5,0.809972,0.0
p1,00222.png,0.5,0.819991,0.0
p1,00222.png,0.5,0.829963,0.0
p1,00222.png,0.5,0.839982,0.0
p1,00222.png,0.5,0.849954,0.0
p1,00222.png,0.5,0.859972,0.0
p1,00222.png,0.5,0.869991,0.0
p1,00222.png,0.5,0.879963,0.0
p1,00222.png,0.5,0.889982,0.0
p1,00222.png,0.5,0.899954,0.0
p1,00222.png,0.5,0.909972,0.0
p1,00222.png,0.5,0.919991,0.0
p1,00222.png,0.5,0.929963,0.0
p1,00222.png,0.5,0.939982,0.0
p1,00222.png,0.5,0.949954,0.0
p1,00222.png,0.5,0.959972,0.0
p1,00222.png,0.5,0.969991,0.0
p1,00222.png,0.5,0.979963,0.0
p1,00222.png,0.5,0.989982,0.0
p1,00222.png,0.5,1.0,0.0
p1,00283.png,0.5,0.009972,1.0
p1,00283.png,0.5,0.019945,0.999897
p1,00283.png,0.5,0.029963,0.999908
p1,00283.png,0.5,0.039936,0.996606
p1,00283.png,0.5,0.049954,0.972865
p1,00283.png,0.5,0.059972,0.805798
p1,00283.png,0.5,0.069945,0.710636
p1,00283.png,0.5,0.079963,0.756276
p1,00283.png,0.5,0.089936,0.43937
p1,00283.png,0.5,0.099954,0.220813
p1,00283.png,0.5,0.109972,0.134052
p1,00283.png,0.5,0.119945,0.121669
p1,00283.png,0.5,0.129963,0.071794
p1,00283.png,0.5,0.139936,0.014375
p1,00283.png,0.5,0.149954,0.001086
p1,00283.png,0.5,0.159972,0.000573
p1,00283.png,0.5,0.169945,0.000367
p1,00283.png,0.5,0.179963,0.00012
p1,00283.png,0.5,0.189936,4e-05
p1,00283.png,0.5,0.199954,3e-05
p1,00283.png,0.5,0.209972,1.6e-05
p1,00283.png,0.5,0.219945,2e-06
p1,00283.png,0.5,0.229963,0.0
p1,00283.png,0.5,0.239936,0.0
p1,00283.png,0.5,0.249954,0.0
p1,00283.png,0.5,0.259972,0.0
p1,00283.png,0.5,0.269945,0.0
p1,00283.png,0.5,0.279963,0.0
p1,00283.png,0.5,0.289936,0.0
p1,00283.png,0.5,0.299954,0.0
p1,00283.png,0.5,0.309972,0.0
p1,00283.png,0.5,0.319945,0.0
p1,00283.png,0.5,0.329963,0.0
p1,00283.png,0.5,0.339982,0.0
p1,00283.png,0.5,0.349954,0.0
p1,00283.png,0.5,0.359972,0.0
p1,00283.png,0.5,0.369945,0.0
p1,00283.png,0.5,0.379963,0.0
p1,00283.png,0.5,0.389982,0.0
p1,00283.png,0.5,0.399954,0.0
p1,00283.png,0.5,0.409972,0.0
p1,00283.png,0.5,0.419945,0.0
p1,00283.png,0.5,0.429963,0.0
p1,00283.png,0.5,0.439982,0.0
p1,00283.png,0.5,0.449954,0.0
p1,00283.png,0.5,0.459972,0.0
p1,00283.png,0.5,0.469945,0.0
p1,00283.png,0.5,0.479963,0.0
p1,00283.png,0.5,0.489982,0.0
p1,00283.png,0.5,0.499954,0.0
p1,00283.png,0.5,0.509972,0.0
p1,00283.png,0.5,0.519945,0.0
p1,00283.png,0.5,0.529963,0.0
p1,00283.png,0.5,0.539982,0.0
p1,00283.png,0.5,0.549954,0.0
p1,00283.png,0.5,0.559972,0.0
p1,00283.png,0.5,0.569945,0.0
p1,00283.png,0.5,0.579963,0.0
p1,00283.png,0.5,0.589982,0.0
p1,00283.png,0.5,0.599954,0.0
p1,00283.png,0.5,0.609972,0.0
p1,00283.png,0.5,0.619945,0.0
p1,00283.png,0.5,0.629963,0.0
p1,00283.png,0.5,0.639982,0.0
p1,00283.png,0.5,0.649954,0.0
p1,00283.png,0.5,0.659972,0.0
p1,00283.png,0.5,0.669991,0.0
p1,00283.png,0.5,0.679963,0.0
p1,00283.png,0.5,0.689982,0.0
p1,00283.png,0.5,0.699954,0.0
p1,00283.png,0.5,0.709972,0.0
p1,00283.png,0.5,0.719991,0.0
p1,00283.png,0.5,0.729963,0.0
p1,00283.png,0.5,0.739982,0.0
p1,00283.png,0.5,0.749954,0.0
p1,00283.png,0.5,0.759972,0.0
p1,00283.png,0.5,0.769991,0.0
p1,00283.png,0.5,0.779963,0.0
p1,00283.png,0.5,0.789982,0.0
p1,00283.png,0.5,0.799954,0.0
p1,00283.png,0.5,0.809972,0.0
p1,00283.png,0.5,0.819991,0.0
p1,00283.png,0.5,0.829963,0.0
p1,00283.png,0.5,0.839982,0.0
p1,00283.png,0.5,0.849954,0.0
p1,00283.png,0.5,0.859972,0.0
p1,00283.png,0.5,0.869991,0.0
p1,00283.png,0.5,0.879963,0.0
p1,00283.png,0.5,0.889982,0.0
p1,00283.png,0.5,0.899954,0.0
p1,00283.png,0.5,0.909972,0.0
p1,00283.png,0.5,0.919991,0.0
p1,00283.png,0.5,0.929963,0.0
p1,00283.png,0.5,0.939982,0.0
p1,00283.png,0.5,0.949954,0.0
p1,00283.png,0.5,0.959972,0.0
p1,00283.png,0.5,0.969991,0.0
p1,00283.png,0.5,0.979963,0.0
p1,00283.png,0.5,0.989982,0.0
p1,00283.png,0.5,1.0,0.0
p1,00426.png,0.5,0.009972,0.994596
p1,00426.png,0.5,0.019945,0.997705
p1,00426.png,0.5,0.029963,0.937019
p1,00426.png,0.5,0.039936,0.94734
p1,00426.png,0.5,0.049954,0.740319
p1,00426.png,0.5,0.059972,0.758321
p1,00426.png,0.5,0.069945,0.484158
p1,00426.png,0.5,0.079963,0.317731
p1,00426.png,0.5,0.089936,0.167052
p1,00426.png,0.5,0.099954,0.053333
p1,00426.png,0.5,0.109972,0.002202
p1,00426.png,0.5,0.119945,0.000358
p1,00426.png,0.5,0.129963,4.4e-05
p1,00426.png,0.5,0.139936,1.7e-05
p1,00426.png,0.5,0.149954,3e-06
p1,00426.png,0.5,0.159972,1e-06
p1,00426.png,0.5,0.169945,0.0
p1,00426.png,0.5,0.179963,0.0
p1,00426.png,0.5,0.189936,0.0
p1,00426.png,0.5,0.199954,0.0
p1,00426.png,0.5,0.209972,0.0
p1,00426.png,0.5,0.219945,0.0
p1,00426.png,0.5,0.229963,0.0
p1,00426.png,0.5,0.239936,0.0
p1,00426.png,0.5,0.249954,0.0
p1,00426.png,0.5,0.259972,0.0
