config,image,rate,position,p_embed
all,00054.png,0.5,1.0,0.290133
all,00075.png,0.5,0.009972,0.997836
all,00075.png,0.5,0.019945,0.972058
all,00075.png,0.5,0.029963,0.985899
all,00075.png,0.5,0.039936,0.998072
all,00075.png,0.5,0.049954,0.996812
all,00075.png,0.5,0.059972,0.999912
all,00075.png,0.5,0.069945,0.999847
all,00075.png,0.5,0.079963,0.999903
all,00075.png,0.5,0.089936,0.99966
all,00075.png,0.5,0.099954,0.998557
all,00075.png,0.5,0.109972,0.999269
all,00075.png,0.5,0.119945,0.998202
all,00075.png,0.5,0.129963,0.998542
all,00075.png,0.5,0.139936,0.99888
all,00075.png,0.5,0.149954,0.999575
all,00075.png,0.5,0.159972,0.999914
all,00075.png,0.5,0.169945,0.999981
all,00075.png,0.5,0.179963,0.999953
all,00075.png,0.5,0.189936,0.9999
all,00075.png,0.5,0.199954,0.99927
all,00075.png,0.5,0.209972,0.999742
all,00075.png,0.5,0.219945,0.99942
all,00075.png,0.5,0.229963,0.998973
all,00075.png,0.5,0.239936,0.998822
all,00075.png,0.5,0.249954,0.999295
all,00075.png,0.5,0.259972,0.997407
all,00075.png,0.5,0.269945,0.997909
all,00075.png,0.5,0.279963,0.99805
all,00075.png,0.5,0.289936,0.994027
all,00075.png,0.5,0.299954,0.997943
all,00075.png,0.5,0.309972,0.995377
all,00075.png,0.5,0.319945,0.999602
all,00075.png,0.5,0.329963,0.999783
all,00075.png,0.5,0.339982,0.99986
all,00075.png,0.5,0.349954,0.999988
all,00075.png,0.5,0.359972,0.999998
all,00075.png,0.5,0.369945,0.999999
all,00075.png,0.5,0.379963,0.999998
all,00075.png,0.5,0.389982,0.999997
all,00075.png,0.5,0.399954,0.999999
all,00075.png,0.5,0.409972,1.0
all,00075.png,0.5,0.419945,1.0
all,00075.png,0.5,0.429963,1.0
all,00075.png,0.5,0.439982,1.0
all,00075.png,0.5,0.449954,1.0
all,00075.png,0.5,0.459972,1.0
all,00075.png,0.5,0.469945,1.0
all,00075.png,0.5,0.479963,0.999999
all,00075.png,0.5,0.489982,0.999994
all,00075.png,0.5,0.499954,0.99998
all,00075.png,0.5,0.509972,0.99998
all,00075.png,0.5,0.519945,0.999977
all,00075.png,0.5,0.529963,0.99998
all,00075.png,0.5,0.539982,0.999988
all,00075.png,0.5,0.549954,0.999987
all,00075.png,0.5,0.559972,0.999996
all,00075.png,0.5,0.569945,0.999991
all,00075.png,0.5,0.579963,0.999988
all,00075.png,0.5,0.589982,0.999994
all,00075.png,0.5,0.599954,0.999995
all,00075.png,0.5,0.609972,0.999979
all,00075.png,0.5,0.619945,0.999964
all,00075.png,0.5,0.629963,0.999969
all,00075.png,0.5,0.639982,0.999963
all,00075.png,0.5,0.649954,0.999903
all,00075.png,0.5,0.659972,0.999885
all,00075.png,0.5,0.669991,0.999577
all,00075.png,0.5,0.679963,0.999489
all,00075.png,0.5,0.689982,0.999328
all,00075.png,0.5,0.699954,0.998081
all,00075.png,0.5,0.709972,0.996208
all,00075.png,0.5,0.719991,0.995038
all,00075.png,0.5,0.729963,0.994512
all,00075.png,0.5,0.739982,0.99497
all,00075.png,0.5,0.749954,0.996223
all,00075.png,0.5,0.759972,0.992139
all,00075.png,0.5,0.769991,0.986169
all,00075.png,0.5,0.779963,0.976666
all,00075.png,0.5,0.789982,0.977191
all,00075.png,0.5,0.799954,0.957019
all,00075.png,0.5,0.809972,0.922265
all,00075.png,0.5,0.819991,0.92322
all,00075.png,0.5,0.829963,0.874065
all,00075.png,0.5,0.839982,0.871878
all,00075.png,0.5,0.849954,0.854405
all,00075.png,0.5,0.859972,0.784033
all,00075.png,0.5,0.869991,0.733148
all,00075.png,0.5,0.879963,0.684546
all,00075.png,0.5,0.889982,0.580059
all,00075.png,0.5,0.899954,0.488094
all,00075.png,0.5,0.909972,0.375303
all,00075.png,0.5,0.919991,0.343523
all,00075.png,0.5,0.929963,0.240751
all,00075.png,0.5,0.939982,0.179914
all,00075.png,0.5,0.949954,0.125983
all,00075.png,0.5,0.959972,0.123064
all,00075.png,0.5,0.969991,0.102141
all,00075.png,0.5,0.979963,0.06445
all,00075.png,0.5,0.989982,0.037228
all,00075.png,0.5,1.0,0.025781
all,00222.png,0.5,0.009972,0.999999
all,00222.png,0.5,0.019945,0.999997
all,00222.png,0.5,0.029963,0.997944
all,00222.png,0.5,0.039936,0.940651
all,00222.png,0.5,0.049954,0.626939
all,00222.png,0.5,0.059972,0.36974
all,00222.png,0.5,0.069945,0.269353
all,00222.png,0.5,0.079963,0.227821
all,00222.png,0.5,0.089936,0.125445
all,00222.png,0.5,0.099954,0.012244
all,00222.png,0.5,0.109972,0.018154
all,00222.png,0.5,0.119945,0.005753
all,00222.png,0.5,0.129963,0.001194
all,00222.png,0.5,0.139936,0.000258
all,00222.png,0.5,0.149954,2.8e-05
all,00222.png,0.5,0.159972,1e-05
all,00222.png,0.5,0.169945,1e-06
all,00222.png,0.5,0.179963,1e-06
all,00222.png,0.5,0.189936,0.0
all,00222.png,0.5,0.199954,0.0
all,00222.png,0.5,0.209972,0.0
all,00222.png,0.5,0.219945,0.0
all,00222.png,0.5,0.229963,0.0
all,00222.png,0.5,0.239936,0.0
all,00222.png,0.5,0.249954,0.0
all,00222.png,0.5,0.259972,0.0
all,00222.png,0.5,0.269945,0.0
all,00222.png,0.5,0.279963,0.0
all,00222.png,0.5,0.289936,0.0
all,00222.png,0.5,0.299954,0.0
all,00222.png,0.5,0.309972,0.0
all,00222.png,0.5,0.319945,0.0
all,00222.png,0.5,0.329963,0.0
all,00222.png,0.5,0.339982,0.0
all,00222.png,0.5,0.349954,0.0
all,00222.png,0.5,0.359972,0.0
all,00222.png,0.5,0.369945,0.0
all,00222.png,0.5,0.379963,0.0
all,00222.png,0.5,0.389982,0.0
all,00222.png,0.5,0.399954,0.0
all,00222.png,0.5,0.409972,0.0
all,00222.png,0.5,0.419945,0.0
all,00222.png,0.5,0.429963,0.0
all,00222.png,0.5,0.439982,0.0
all,00222.png,0.5,0.449954,0.0
all,00222.png,0.5,0.459972,0.0
all,00222.png,0.5,0.469945,0.0
all,00222.png,0.5,0.479963,0.0
all,00222.png,0.5,0.489982,0.0
all,00222.png,0.5,0.499954,0.0
all,00222.png,0.5,0.509972,0.0
all,00222.png,0.5,0.519945,0.0
all,00222.png,0.5,0.529963,0.0
all,00222.png,0.5,0.539982,0.0
all,00222.png,0.5,0.549954,0.0
all,00222.png,0.5,0.559972,0.0
all,00222.png,0.5,0.569945,0.0
all,00222.png,0.5,0.579963,0.0
all,00222.png,0.5,0.589982,0.0
all,00222.png,0.5,0.599954,0.0
all,00222.png,0.5,0.609972,0.0
all,00222.png,0.5,0.619945,0.0
all,00222.png,0.5,0.629963,0.0
all,00222.png,0.5,0.639982,0.0
all,00222.png,0.5,0.649954,0.0
all,00222.png,0.5,0.659972,0.0
all,00222.png,0.5,0.669991,0.0
all,00222.png,0.5,0.679963,0.0
all,00222.png,0.5,0.689982,0.0
all,00222.png,0.5,0.699954,0.0
all,00222.png,0.5,0.709972,0.0
all,00222.png,0.5,0.719991,0.0
all,00222.png,0.5,0.729963,0.0
all,00222.png,0.5,0.739982,0.0
all,00222.png,0.5,0.749954,0.0
all,00222.png,0.5,0.759972,0.0
all,00222.png,0.5,0.769991,0.0
all,00222.png,0.5,0.779963,0.0
all,00222.png,0.5,0.789982,0.0
all,00222.png,0.5,0.799954,0.0
all,00222.png,0.5,0.809972,0.0
all,00222.png,0.5,0.819991,0.0
all,00222.png,0.5,0.829963,0.0
all,00222.png,0.5,0.839982,0.0
all,00222.png,0.5,0.849954,0.0
all,00222.png,0.5,0.859972,0.0
all,00222.png,0.5,0.869991,0.0
all,00222.png,0.5,0.879963,0.0
all,00222.png,0.5,0.889982,0.0
all,00222.png,0.5,0.899954,0.0
all,00222.png,0.5,0.909972,0.0
all,00222.png,0.5,0.919991,0.0
all,00222.png,0.5,0.929963,0.0
all,00222.png,0.5,0.939982,0.0
all,00222.png,0.5,0.949954,0.0
all,00222.png,0.5,0.959972,0.0
all,00222.png,0.5,0.969991,0.0
all,00222.png,0.5,0.979963,0.0
all,00222.png,0.5,0.989982,0.0
all,00222.png,0.5,1.0,0.0
all,00283.png,0.5,0.009972,1.0
all,00283.png,0.5,0.019945,1.0
all,00283.png,0.5,0.029963,0.999999
all,00283.png,0.5,0.039936,0.999963
all,00283.png,0.5,0.049954,0.999994
all,00283.png,0.5,0.059972,0.999999
all,00283.png,0.5,0.069945,1.0
all,00283.png,0.5,0.079963,1.0
all,00283.png,0.5,0.089936,1.0
all,00283.png,0.5,0.099954,1.0
all,00283.png,0.5,0.109972,1.0
all,00283.png,0.5,0.119945,1.0
all,00283.png,0.5,0.129963,1.0
all,00283.png,0.5,0.139936,1.0
all,00283.png,0.5,0.149954,1.0
all,00283.png,0.5,0.159972,1.0
all,00283.png,0.5,0.169945,1.0
all,00283.png,0.5,0.179963,1.0
all,00283.png,0.5,0.189936,1.0
all,00283.png,0.5,0.199954,0.999999
all,00283.png,0.5,0.209972,1.0
all,00283.png,0.5,0.219945,1.0
all,00283.png,0.5,0.229963,1.0
all,00283.png,0.5,0.239936,0.999996
all,00283.png,0.5,0.249954,0.999977
all,00283.png,0.5,0.259972,0.999935
all,00283.png,0.5,0.269945,0.99999
all,00283.png,0.5,0.279963,0.999984
all,00283.png,0.5,0.289936,0.999996
all,00283.png,0.5,0.299954,0.999988
all,00283.png,0.5,0.309972,0.999998
all,00283.png,0.5,0.319945,0.999999
all,00283.png,0.5,0.329963,0.999999
all,00283.png,0.5,0.339982,0.999999
all,00283.png,0.5,0.349954,0.999997
all,00283.png,0.5,0.359972,0.999996
all,00283.png,0.5,0.369945,0.999988
all,00283.png,0.5,0.379963,0.999966
all,00283.png,0.5,0.389982,0.999949
all,00283.png,0.5,0.399954,0.999954
all,00283.png,0.5,0.409972,0.999955
all,00283.png,0.5,0.419945,0.999992
all,00283.png,0.5,0.429963,0.999997
all,00283.png,0.5,0.439982,0.999999
all,00283.png,0.5,0.449954,0.999999
all,00283.png,0.5,0.459972,0.999999
all,00283.png,0.5,0.469945,0.999999
all,00283.png,0.5,0.479963,0.999999
all,00283.png,0.5,0.489982,1.0
all,00283.png,0.5,0.499954,0.999999
all,00283.png,0.5,0.509972,0.999999
all,00283.png,0.5,0.519945,0.999998
all,00283.png,0.5,0.529963,0.999999
all,00283.png,0.5,0.539982,0.999999
all,00283.png,0.5,0.549954,1.0
all,00283.png,0.5,0.559972,1.0
all,00283.png,0.5,0.569945,1.0
all,00283.png,0.5,0.579963,1.0
all,00283.png,0.5,0.589982,1.0
all,00283.png,0.5,0.599954,1.0
all,00283.png,0.5,0.609972,1.0
all,00283.png,0.5,0.619945,0.999999
all,00283.png,0.5,0.629963,0.999999
all,00283.png,0.5,0.639982,0.999999
all,00283.png,0.5,0.649954,0.999998
all,00283.png,0.5,0.659972,0.999998
all,00283.png,0.5,0.669991,0.999993
all,00283.png,0.5,0.679963,0.999991
all,00283.png,0.5,0.689982,0.999994
all,00283.png,0.5,0.699954,0.999999
all,00283.png,0.5,0.709972,0.999999
all,00283.png,0.5,0.719991,0.999999
all,00283.png,0.5,0.729963,0.999999
all,00283.png,0.5,0.739982,0.999999
all,00283.png,0.5,0.749954,0.999999
all,00283.png,0.5,0.759972,0.999998
all,00283.png,0.5,0.769991,0.999997
all,00283.png,0.5,0.779963,0.999997
all,00283.png,0.5,0.789982,0.999998
all,00283.png,0.5,0.799954,0.999999
all,00283.png,0.5,0.809972,1.0
all,00283.png,0.5,0.819991,0.999999
all,00283.png,0.5,0.829963,0.999999
all,00283.png,0.5,0.839982,0.999998
all,00283.png,0.5,0.849954,0.999999
all,00283.png,0.5,0.859972,0.999999
all,00283.png,0.5,0.869991,0.999998
all,00283.png,0.5,0.879963,0.999998
all,00283.png,0.5,0.889982,0.999998
all,00283.png,0.5,0.899954,0.999998
all,00283.png,0.5,0.909972,0.999998
all,00283.png,0.5,0.919991,0.999998
all,00283.png,0.5,0.929963,0.999998
all,00283.png,0.5,0.939982,0.999997
all,00283.png,0.5,0.949954,0.999996
all,00283.png,0.5,0.959972,0.999996
all,00283.png,0.5,0.969991,0.999988
all,00283.png,0.5,0.979963,0.999982
all,00283.png,0.5,0.989982,0.999976
all,00283.png,0.5,1.0,0.999957
all,00426.png,0.5,0.009972,0.999992
all,00426.png,0.5,0.019945,0.999999
all,00426.png,0.5,0.029963,0.999981
all,00426.png,0.5,0.039936,0.999737
all,00426.png,0.5,0.049954,0.999784
all,00426.png,0.5,0.059972,0.99997
all,00426.png,0.5,0.069945,0.999944
all,00426.png,0.5,0.079963,0.999642
all,00426.png,0.5,0.089936,0.999854
all,00426.png,0.5,0.099954,0.999926
all,00426.png,0.5,0.109972,0.999377
all,00426.png,0.5,0.119945,0.983387
all,00426.png,0.5,0.129963,0.992003
all,00426.png,0.5,0.139936,0.988268
all,00426.png,0.5,0.149954,0.998568
all,00426.png,0.5,0.159972,0.999632
all,00426.png,0.5,0.169945,0.999074
all,00426.png,0.5,0.179963,0.999198
all,00426.png,0.5,0.189936,0.999559
all,00426.png,0.5,0.199954,0.999521
all,00426.png,0.5,0.209972,0.993325
all,00426.png,0.5,0.219945,0.991223
all,00426.png,0.5,0.229963,0.980121
all,00426.png,0.5,0.239936,0.990839
all,00426.png,0.5,0.249954,0.992213
all,00426.png,0.5,0.259972,0.989104
all,00426.png,0.5,0.269945,0.989048
all,00426.png,0.5,0.279963,0.999091
all,00426.png,0.5,0.289936,0.999119
all,00426.png,0.5,0.299954,0.99782
all,00426.png,0.5,0.309972,0.99694
all,00426.png,0.5,0.319945,0.998417
all,00426.png,0.5,0.329963,0.997099
all,00426.png,0.5,0.339982,0.997989
all,00426.png,0.5,0.349954,0.999335
all,00426.png,0.5,0.359972,0.999147
all,00426.png,0.5,0.369945,0.999649
all,00426.png,0.5,0.379963,0.999578
all,00426.png,0.5,0.389982,0.99755
all,00426.png,0.5,0.399954,0.995099
all,00426.png,0.5,0.409972,0.98442
all,00426.png,0.5,0.419945,0.972976
all,00426.png,0.5,0.429963,0.943172
all,00426.png,0.5,0.439982,0.896669
all,00426.png,0.5,0.449954,0.916684
all,00426.png,0.5,0.459972,0.832426
all,00426.png,0.5,0.469945,0.646288
all,00426.png,0.5,0.479963,0.49686
all,00426.png,0.5,0.489982,0.384158
all,00426.png,0.5,0.499954,0.359868
all,00426.png,0.5,0.509972,0.368051
all,00426.png,0.5,0.519945,0.250392
all,00426.png,0.5,0.529963,0.178013
all,00426.png,0.5,0.539982,0.083973
all,00426.png,0.5,0.549954,0.050441
all,00426.png,0.5,0.559972,0.030919
all,00426.png,0.5,0.569945,0.010488
all,00426.png,0.5,0.579963,0.007528
all,00426.png,0.5,0.589982,0.005561
all,00426.png,0.5,0.599954,0.004237
all,00426.png,0.5,0.609972,0.003119
all,00426.png,0.5,0.619945,0.004261
all,00426.png,0.5,0.629963,0.003382
all,00426.png,0.5,0.639982,0.0049
all,00426.png,0.5,0.649954,0.008304
all,00426.png,0.5,0.659972,0.005128
all,00426.png,0.5,0.669991,0.009642
all,00426.png,0.5,0.679963,0.010345
all,00426.png,0.5,0.689982,0.0347
all,00426.png,0.5,0.699954,0.028476
all,00426.png,0.5,0.709972,0.020032
all,00426.png,0.5,0.719991,0.032499
all,00426.png,0.5,0.729963,0.046583
all,00426.png,0.5,0.739982,0.039446
all,00426.png,0.5,0.749954,0.040025
all,00426.png,0.5,0.759972,0.034897
all,00426.png,0.5,0.769991,0.029243
all,00426.png,0.5,0.779963,0.040662
all,00426.png,0.5,0.789982,0.0283
all,00426.png,0.5,0.799954,0.074236
all,00426.png,0.5,0.809972,0.063086
all,00426.png,0.5,0.819991,0.068273
all,00426.png,0.5,0.829963,0.060263
all,00426.png,0.5,0.839982,0.077901
all,00426.png,0.5,0.849954,0.083338
all,00426.png,0.5,0.859972,0.075645
all,00426.png,0.5,0.869991,0.058524
all,00426.png,0.5,0.879963,0.042363
all,00426.png,0.5,0.889982,0.038425
all,00426.png,0.5,0.899954,0.029521
all,00426.png,0.5,0.909972,0.053062
all,00426.png,0.5,0.919991,0.059288
all,00426.png,0.5,0.929963,0.053036
all,00426.png,0.5,0.939982,0.075836
all,00426.png,0.5,0.949954,0.079231
all,00426.png,0.5,0.959972,0.069926
all,00426.png,0.5,0.969991,0.054042
all,00426.png,0.5,0.979963,0.049941
all,00426.png,0.5,0.989982,0.041806
all,00426.png,0.5,1.0,0.031779
