attack,switches,rate,image,label,score
rs,011,0.05,45746.png,stego,-0.003587
spa,011,0.05,45746.png,stego,0.006229
chi,011,0.05,46026.png,stego,0.0
rs,011,0.05,46026.png,stego,0.265713
spa,011,0.05,46026.png,stego,0.189752
chi,011,0.05,46358.png,stego,0.999464
rs,011,0.05,46358.png,stego,-0.04434
spa,011,0.05,46358.png,stego,-0.045333
chi,011,0.05,46899.png,stego,0.0
rs,011,0.05,46899.png,stego,-0.021486
spa,011,0.05,46899.png,stego,-0.017351
chi,011,0.05,47053.png,stego,1e-06
rs,011,0.05,47053.png,stego,-0.024109
spa,011,0.05,47053.png,stego,0.002286
chi,011,0.05,47448.png,stego,0.0
rs,011,0.05,47448.png,stego,0.006447
spa,011,0.05,47448.png,stego,0.010853
chi,011,0.05,47577.png,stego,0.0
rs,011,0.05,47577.png,stego,0.021777
spa,011,0.05,47577.png,stego,0.021948
chi,011,0.05,47740.png,stego,0.0
rs,011,0.05,47740.png,stego,-0.007326
spa,011,0.05,47740.png,stego,0.007346
chi,011,0.05,47796.png,stego,0.0
rs,011,0.05,47796.png,stego,0.006737
spa,011,0.05,47796.png,stego,-0.001124
chi,011,0.05,47820.png,stego,0.95972
rs,011,0.05,47820.png,stego,0.001459
spa,011,0.05,47820.png,stego,0.061226
chi,011,0.05,48945.png,stego,0.99982
rs,011,0.05,48945.png,stego,0.0583
spa,011,0.05,48945.png,stego,-0.02611
chi,011,0.05,49673.png,stego,0.0
rs,011,0.05,49673.png,stego,0.005811
spa,011,0.05,49673.png,stego,0.001381
chi,011,0.05,49736.png,stego,0.0
rs,011,0.05,49736.png,stego,0.000356
spa,011,0.05,49736.png,stego,0.024508
chi,011,0.05,50141.png,stego,0.0
rs,011,0.05,50141.png,stego,0.280796
spa,011,0.05,50141.png,stego,0.226267
chi,011,0.05,50489.png,stego,0.0
rs,011,0.05,50489.png,stego,0.150919
spa,011,0.05,50489.png,stego,0.091903
chi,011,0.05,51174.png,stego,0.999275
rs,011,0.05,51174.png,stego,-0.007939
spa,011,0.05,51174.png,stego,0.019622
chi,011,0.05,51857.png,stego,0.130742
rs,011,0.05,51857.png,stego,0.007065
spa,011,0.05,51857.png,stego,-0.008192
chi,011,0.05,51877.png,stego,0.144047
rs,011,0.05,51877.png,stego,-0.015543
spa,011,0.05,51877.png,stego,-0.008633
chi,011,0.05,52228.png,stego,0.0
rs,011,0.05,52228.png,stego,0.058278
spa,011,0.05,52228.png,stego,0.040192
chi,011,0.05,52297.png,stego,0.0
rs,011,0.05,52297.png,stego,0.146335
spa,011,0.05,52297.png,stego,0.112502
chi,011,0.05,52566.png,stego,0.13845
rs,011,0.05,52566.png,stego,0.043652
spa,011,0.05,52566.png,stego,0.014934
chi,011,0.05,52744.png,stego,0.0
rs,011,0.05,52744.png,stego,0.11969
spa,011,0.05,52744.png,stego,0.113788
chi,011,0.05,52773.png,stego,0.0
rs,011,0.05,52773.png,stego,0.405551
spa,011,0.05,52773.png,stego,0.331769
chi,011,0.05,53270.png,stego,0.999882
rs,011,0.05,53270.png,stego,-0.028387
spa,011,0.05,53270.png,stego,-0.006706
chi,011,0.05,53355.png,stego,0.0
rs,011,0.05,53355.png,stego,0.062637
spa,011,0.05,53355.png,stego,0.075937
chi,011,0.05,53529.png,stego,0.0
rs,011,0.05,53529.png,stego,0.051512
spa,011,0.05,53529.png,stego,0.067994
chi,011,0.05,53965.png,stego,0.0
rs,011,0.05,53965.png,stego,-0.001699
spa,011,0.05,53965.png,stego,-0.001652
chi,011,0.05,54041.png,stego,0.0
rs,011,0.05,54041.png,stego,0.096052
spa,011,0.05,54041.png,stego,0.091582
chi,011,0.05,54988.png,stego,0.016361
rs,011,0.05,54988.png,stego,-0.017197
spa,011,0.05,54988.png,stego,-0.0177
chi,011,0.05,55109.png,stego,0.0
rs,011,0.05,55109.png,stego,-0.017051
spa,011,0.05,55109.png,stego,0.004714
chi,011,0.05,55303.png,stego,0.0
rs,011,0.05,55303.png,stego,0.003282
spa,011,0.05,55303.png,stego,-0.002319
chi,011,0.05,55393.png,stego,0.0
rs,011,0.05,55393.png,stego,0.028607
spa,011,0.05,55393.png,stego,0.004228
chi,011,0.05,55445.png,stego,0.0
rs,011,0.05,55445.png,stego,-0.064888
spa,011,0.05,55445.png,stego,-0.07695
chi,011,0.05,55462.png,stego,0.0
rs,011,0.05,55462.png,stego,-0.001931
spa,011,0.05,55462.png,stego,0.008436
chi,011,0.05,55519.png,stego,0.0
rs,011,0.05,55519.png,stego,-0.053327
spa,011,0.05,55519.png,stego,-0.032397
chi,011,0.05,56058.png,stego,0.982147
rs,011,0.05,56058.png,stego,0.034995
spa,011,0.05,56058.png,stego,-0.020714
chi,011,0.05,56156.png,stego,0.0
rs,011,0.05,56156.png,stego,1.395225
spa,011,0.05,56156.png,stego,0.376034
chi,011,0.05,56499.png,stego,0.0
rs,011,0.05,56499.png,stego,0.002058
spa,011,0.05,56499.png,stego,0.00361
chi,011,0.05,56960.png,stego,0.0
rs,011,0.05,56960.png,stego,0.01366
spa,011,0.05,56960.png,stego,0.039262
chi,011,0.05,56986.png,stego,0.996292
rs,011,0.05,56986.png,stego,0.021426
spa,011,0.05,56986.png,stego,-0.021106
chi,011,0.05,57155.png,stego,0.986846
rs,011,0.05,57155.png,stego,-0.019017
spa,011,0.05,57155.png,stego,-0.017744
chi,011,0.05,57913.png,stego,0.0
rs,011,0.05,57913.png,stego,0.033085
spa,011,0.05,57913.png,stego,0.008202
chi,011,0.05,57955.png,stego,0.0
rs,011,0.05,57955.png,stego,0.010897
spa,011,0.05,57955.png,stego,0.014171
chi,011,0.05,58801.png,stego,0.999519
rs,011,0.05,58801.png,stego,-0.017083
spa,011,0.05,58801.png,stego,-0.00177
chi,011,0.05,58879.png,stego,0.07819
rs,011,0.05,58879.png,stego,-0.01605
spa,011,0.05,58879.png,stego,-0.006309
chi,011,0.05,59178.png,stego,0.0
rs,011,0.05,59178.png,stego,-0.009981
spa,011,0.05,59178.png,stego,-0.019675
chi,011,0.05,59471.png,stego,0.000156
rs,011,0.05,59471.png,stego,0.003833
spa,011,0.05,59471.png,stego,-0.057317
chi,011,0.05,59639.png,stego,0.0
rs,011,0.05,59639.png,stego,-0.003363
spa,011,0.05,59639.png,stego,0.003664
chi,011,0.05,59930.png,stego,0.525463
rs,011,0.05,59930.png,stego,0.013826
spa,011,0.05,59930.png,stego,-0.015098
chi,011,0.05,60069.png,stego,1.1e-05
rs,011,0.05,60069.png,stego,-0.017065
spa,011,0.05,60069.png,stego,-0.005728
chi,011,0.05,60590.png,stego,0.0
rs,011,0.05,60590.png,stego,0.000247
spa,011,0.05,60590.png,stego,0.012874
chi,011,0.05,60947.png,stego,0.0
rs,011,0.05,60947.png,stego,1.045288
spa,011,0.05,60947.png,stego,0.387312
chi,011,0.05,61349.png,stego,0.0
rs,011,0.05,61349.png,stego,0.185739
spa,011,0.05,61349.png,stego,0.21858
chi,011,0.05,62297.png,stego,0.0
rs,011,0.05,62297.png,stego,0.344727
spa,011,0.05,62297.png,stego,0.30555
chi,011,0.05,63654.png,stego,0.0
rs,011,0.05,63654.png,stego,0.941374
spa,011,0.05,63654.png,stego,0.317664
chi,011,0.05,63700.png,stego,1.0
rs,011,0.05,63700.png,stego,0.037609
spa,011,0.05,63700.png,stego,0.003316
chi,011,0.05,64687.png,stego,0.99994
rs,011,0.05,64687.png,stego,-0.034438
spa,011,0.05,64687.png,stego,-0.027717
chi,011,0.05,65436.png,stego,0.0
rs,011,0.05,65436.png,stego,0.975429
spa,011,0.05,65436.png,stego,0.392357
chi,011,0.05,66245.png,stego,0.276263
rs,011,0.05,66245.png,stego,0.024075
spa,011,0.05,66245.png,stego,-0.029214
chi,011,0.05,66470.png,stego,0.0
rs,011,0.05,66470.png,stego,-0.019799
spa,011,0.05,66470.png,stego,0.005008
chi,011,0.05,66541.png,stego,0.0
rs,011,0.05,66541.png,stego,0.071862
spa,011,0.05,66541.png,stego,0.059841
chi,011,0.05,66543.png,stego,0.0
rs,011,0.05,66543.png,stego,-0.010656
spa,011,0.05,66543.png,stego,-0.003303
chi,011,0.05,66563.png,stego,0.0
rs,011,0.05,66563.png,stego,0.006755
spa,011,0.05,66563.png,stego,-0.020956
chi,011,0.05,67001.png,stego,0.0
rs,011,0.05,67001.png,stego,-0.000529
spa,011,0.05,67001.png,stego,-0.017966
chi,011,0.05,67840.png,stego,0.0
rs,011,0.05,67840.png,stego,1.126675
spa,011,0.05,67840.png,stego,0.512815
chi,011,0.05,68523.png,stego,0.0
rs,011,0.05,68523.png,stego,0.020799
spa,011,0.05,68523.png,stego,0.03456
chi,011,0.05,69164.png,stego,0.988551
rs,011,0.05,69164.png,stego,-0.014339
spa,011,0.05,69164.png,stego,0.028749
chi,011,0.05,69515.png,stego,0.999591
rs,011,0.05,69515.png,stego,0.015736
spa,011,0.05,69515.png,stego,0.024415
chi,011,0.05,69823.png,stego,0.0
rs,011,0.05,69823.png,stego,-0.000821
spa,011,0.05,69823.png,stego,-0.009815
chi,011,0.05,70011.png,stego,0.905832
rs,011,0.05,70011.png,stego,0.031009
spa,011,0.05,70011.png,stego,0.027018
chi,011,0.05,70283.png,stego,0.875624
rs,011,0.05,70283.png,stego,-0.086769
spa,011,0.05,70283.png,stego,-0.021629
chi,011,0.05,70293.png,stego,0.0
rs,011,0.05,70293.png,stego,0.094479
spa,011,0.05,70293.png,stego,0.03696
chi,011,0.05,70576.png,stego,0.0
rs,011,0.05,70576.png,stego,-0.004932
spa,011,0.05,70576.png,stego,-0.003694
chi,011,0.05,70679.png,stego,0.0
rs,011,0.05,70679.png,stego,-0.006781
spa,011,0.05,70679.png,stego,0.002937
chi,011,0.05,70698.png,stego,0.988032
rs,011,0.05,70698.png,stego,0.02267
spa,011,0.05,70698.png,stego,-0.022856
chi,011,0.05,70856.png,stego,0.0
rs,011,0.05,70856.png,stego,-0.003589
spa,011,0.05,70856.png,stego,0.004488
chi,011,0.05,71427.png,stego,0.0
rs,011,0.05,71427.png,stego,0.010573
spa,011,0.05,71427.png,stego,0.002026
chi,011,0.05,71483.png,stego,0.0
rs,011,0.05,71483.png,stego,0.004034
spa,011,0.05,71483.png,stego,-0.004696
chi,011,0.05,71820.png,stego,0.0
rs,011,0.05,71820.png,stego,0.153875
spa,011,0.05,71820.png,stego,0.128276
chi,011,0.05,72358.png,stego,0.0
rs,011,0.05,72358.png,stego,0.109629
spa,011,0.05,72358.png,stego,0.065732
chi,011,0.05,72604.png,stego,0.0
rs,011,0.05,72604.png,stego,0.008273
spa,011,0.05,72604.png,stego,0.024454
chi,011,0.05,72668.png,stego,0.0
rs,011,0.05,72668.png,stego,-0.025928
spa,011,0.05,72668.png,stego,0.002684
chi,011,0.05,72693.png,stego,0.0
rs,011,0.05,72693.png,stego,0.261947
spa,011,0.05,72693.png,stego,0.183142
chi,011,0.05,73001.png,stego,0.0
rs,011,0.05,73001.png,stego,0.054704
spa,011,0.05,73001.png,stego,0.061155
chi,011,0.05,73386.png,stego,0.0
rs,011,0.05,73386.png,stego,0.086258
spa,011,0.05,73386.png,stego,0.108761
chi,011,0.05,73564.png,stego,0.0
rs,011,0.05,73564.png,stego,-0.013001
spa,011,0.05,73564.png,stego,-0.018765
chi,011,0.05,73793.png,stego,0.0
rs,011,0.05,73793.png,stego,0.00991
spa,011,0.05,73793.png,stego,-0.017521
chi,011,0.05,74086.png,stego,0.0
rs,011,0.05,74086.png,stego,0.007178
spa,011,0.05,74086.png,stego,0.013099
chi,011,0.05,74594.png,stego,0.999986
rs,011,0.05,74594.png,stego,0.061226
spa,011,0.05,74594.png,stego,-0.028386
chi,011,0.05,75526.png,stego,0.973584
rs,011,0.05,75526.png,stego,-0.014366
spa,011,0.05,75526.png,stego,-0.018968
chi,011,0.05,75881.png,stego,0.0
rs,011,0.05,75881.png,stego,0.017679
spa,011,0.05,75881.png,stego,0.016869
chi,011,0.05,75915.png,stego,0.0
rs,011,0.05,75915.png,stego,0.011994
spa,011,0.05,75915.png,stego,0.006678
chi,011,0.05,76485.png,stego,0.0
rs,011,0.05,76485.png,stego,0.216795
spa,011,0.05,76485.png,stego,0.142573
chi,011,0.05,76570.png,stego,0.000441
rs,011,0.05,76570.png,stego,0.069759
spa,011,0.05,76570.png,stego,-0.08075
chi,011,0.05,77111.png,stego,0.114565
rs,011,0.05,77111.png,stego,-0.053009
spa,011,0.05,77111.png,stego,0.147584
chi,011,0.05,77129.png,stego,0.999903
rs,011,0.05,77129.png,stego,0.022762
spa,011,0.05,77129.png,stego,-0.131736
chi,011,0.05,77237.png,stego,1.0
rs,011,0.05,77237.png,stego,-0.039206
spa,011,0.05,77237.png,stego,-0.132806
chi,011,0.05,77925.png,stego,0.981166
rs,011,0.05,77925.png,stego,-0.115689
spa,011,0.05,77925.png,stego,-0.061855
chi,011,0.05,77993.png,stego,0.83348
rs,011,0.05,77993.png,stego,0.046282
spa,011,0.05,77993.png,stego,-0.117615
chi,011,0.05,78194.png,stego,0.351427
rs,011,0.05,78194.png,stego,-0.008248
spa,011,0.05,78194.png,stego,0.008374
chi,011,0.05,78505.png,stego,0.999995
rs,011,0.05,78505.png,stego,-0.061759
spa,011,0.05,78505.png,stego,-0.00753
chi,011,0.05,78908.png,stego,0.074244
rs,011,0.05,78908.png,stego,0.199707
spa,011,0.05,78908.png,stego,0.20009
chi,011,0.05,79277.png,stego,1.0
rs,011,0.05,79277.png,stego,0.050278
spa,011,0.05,79277.png,stego,-0.0034
chi,011,0.05,79508.png,stego,0.999997
rs,011,0.05,79508.png,stego,-0.042103
spa,011,0.05,79508.png,stego,-0.032099
chi,011,0.05,79819.png,stego,0.99704
rs,011,0.05,79819.png,stego,0.009633
spa,011,0.05,79819.png,stego,-0.033204
chi,011,0.05,79841.png,stego,0.736936
rs,011,0.05,79841.png,stego,0.020366
spa,011,0.05,79841.png,stego,-0.009835
chi,011,0.1,00054.png,stego,0.052003
rs,011,0.1,00054.png,stego,-0.0059
spa,011,0.1,00054.png,stego,0.00278
chi,011,0.1,00075.png,stego,0.000524
rs,011,0.1,00075.png,stego,0.014599
spa,011,0.1,00075.png,stego,-0.006885
chi,011,0.1,00283.png,stego,0.998171
rs,011,0.1,00283.png,stego,0.07052
spa,011,0.1,00283.png,stego,0.056191
chi,011,0.1,00465.png,stego,7e-06
rs,011,0.1,00465.png,stego,0.002957
spa,011,0.1,00465.png,stego,-0.011362
chi,011,0.1,01221.png,stego,0.99903
rs,011,0.1,01221.png,stego,0.004381
spa,011,0.1,01221.png,stego,0.054717
chi,011,0.1,01268.png,stego,0.0
rs,011,0.1,01268.png,stego,0.00418
spa,011,0.1,01268.png,stego,0.006697
chi,011,0.1,01935.png,stego,0.0
rs,011,0.1,01935.png,stego,0.069496
spa,011,0.1,01935.png,stego,0.03656
chi,011,0.1,02553.png,stego,0.790493
rs,011,0.1,02553.png,stego,0.005061
spa,011,0.1,02553.png,stego,0.051472
chi,011,0.1,03102.png,stego,0.0
rs,011,0.1,03102.png,stego,0.124061
spa,011,0.1,03102.png,stego,0.101885
chi,011,0.1,03249.png,stego,0.981472
rs,011,0.1,03249.png,stego,0.03411
spa,011,0.1,03249.png,stego,0.0017
chi,011,0.1,04166.png,stego,0.0
rs,011,0.1,04166.png,stego,0.050669
spa,011,0.1,04166.png,stego,0.122974
chi,011,0.1,04208.png,stego,0.0
rs,011,0.1,04208.png,stego,0.005313
spa,011,0.1,04208.png,stego,-0.010151
chi,011,0.1,04723.png,stego,0.0
rs,011,0.1,04723.png,stego,-0.019525
spa,011,0.1,04723.png,stego,-0.038547
chi,011,0.1,05230.png,stego,0.061554
rs,011,0.1,05230.png,stego,-0.059417
spa,011,0.1,05230.png,stego,-0.04938
chi,011,0.1,05483.png,stego,0.0
rs,011,0.1,05483.png,stego,0.30939
spa,011,0.1,05483.png,stego,0.29544
chi,011,0.1,05696.png,stego,0.976938
rs,011,0.1,05696.png,stego,-0.076366
spa,011,0.1,05696.png,stego,-0.013225
chi,011,0.1,05818.png,stego,0.793433
rs,011,0.1,05818.png,stego,0.088133
spa,011,0.1,05818.png,stego,0.029265
chi,011,0.1,06007.png,stego,0.0
rs,011,0.1,06007.png,stego,0.053501
spa,011,0.1,06007.png,stego,0.000305
chi,011,0.1,06176.png,stego,0.999992
rs,011,0.1,06176.png,stego,0.034649
spa,011,0.1,06176.png,stego,-0.006358
chi,011,0.1,06573.png,stego,0.0
rs,011,0.1,06573.png,stego,0.207924
spa,011,0.1,06573.png,stego,0.118503
chi,011,0.1,06631.png,stego,1e-06
rs,011,0.1,06631.png,stego,0.057463
spa,011,0.1,06631.png,stego,-0.009063
chi,011,0.1,07456.png,stego,0.999872
rs,011,0.1,07456.png,stego,-0.018168
spa,011,0.1,07456.png,stego,-0.021971
chi,011,0.1,07666.png,stego,0.955629
rs,011,0.1,07666.png,stego,0.005461
spa,011,0.1,07666.png,stego,0.033785
chi,011,0.1,07686.png,stego,0.0
rs,011,0.1,07686.png,stego,0.35953
spa,011,0.1,07686.png,stego,0.24701
chi,011,0.1,07945.png,stego,0.994684
rs,011,0.1,07945.png,stego,0.054785
spa,011,0.1,07945.png,stego,0.03715
chi,011,0.1,07990.png,stego,0.0
rs,011,0.1,07990.png,stego,-0.027138
spa,011,0.1,07990.png,stego,0.002181
chi,011,0.1,08393.png,stego,0.338537
rs,011,0.1,08393.png,stego,0.008343
spa,011,0.1,08393.png,stego,-0.001253
chi,011,0.1,08835.png,stego,0.995975
rs,011,0.1,08835.png,stego,0.026175
spa,011,0.1,08835.png,stego,0.00556
chi,011,0.1,08908.png,stego,0.0
rs,011,0.1,08908.png,stego,0.00587
spa,011,0.1,08908.png,stego,-0.006136
chi,011,0.1,09017.png,stego,0.0
rs,011,0.1,09017.png,stego,2.157478
spa,011,0.1,09017.png,stego,0.528437
chi,011,0.1,09100.png,stego,0.0
rs,011,0.1,09100.png,stego,0.006624
spa,011,0.1,09100.png,stego,0.025986
chi,011,0.1,09117.png,stego,0.981196
rs,011,0.1,09117.png,stego,-0.003065
spa,011,0.1,09117.png,stego,0.009922
chi,011,0.1,09172.png,stego,0.0
rs,011,0.1,09172.png,stego,-0.008499
spa,011,0.1,09172.png,stego,-0.006278
chi,011,0.1,09359.png,stego,0.0
rs,011,0.1,09359.png,stego,0.052413
spa,011,0.1,09359.png,stego,0.025155
chi,011,0.1,09603.png,stego,0.999994
rs,011,0.1,09603.png,stego,0.039289
spa,011,0.1,09603.png,stego,-0.025005
chi,011,0.1,09863.png,stego,0.994395
rs,011,0.1,09863.png,stego,-0.017192
spa,011,0.1,09863.png,stego,-0.006125
chi,011,0.1,09881.png,stego,0.0
rs,011,0.1,09881.png,stego,-0.017609
spa,011,0.1,09881.png,stego,0.002924
chi,011,0.1,10746.png,stego,0.0
rs,011,0.1,10746.png,stego,1.562017
spa,011,0.1,10746.png,stego,0.566392
chi,011,0.1,11115.png,stego,0.105779
rs,011,0.1,11115.png,stego,-0.050204
spa,011,0.1,11115.png,stego,-0.010623
chi,011,0.1,11396.png,stego,0.0
rs,011,0.1,11396.png,stego,0.056856
spa,011,0.1,11396.png,stego,0.031317
chi,011,0.1,12241.png,stego,0.0
rs,011,0.1,12241.png,stego,0.003986
spa,011,0.1,12241.png,stego,0.013382
chi,011,0.1,12281.png,stego,0.0
rs,011,0.1,12281.png,stego,0.001357
spa,011,0.1,12281.png,stego,0.024541
chi,011,0.1,12364.png,stego,0.988384
rs,011,0.1,12364.png,stego,-0.009769
spa,011,0.1,12364.png,stego,0.014912
chi,011,0.1,12677.png,stego,0.0
rs,011,0.1,12677.png,stego,0.25748
spa,011,0.1,12677.png,stego,0.184558
chi,011,0.1,12705.png,stego,1.0
rs,011,0.1,12705.png,stego,0.001901
spa,011,0.1,12705.png,stego,-0.066461
chi,011,0.1,12834.png,stego,0.0
rs,011,0.1,12834.png,stego,0.403982
spa,011,0.1,12834.png,stego,0.336575
chi,011,0.1,12900.png,stego,1.0
rs,011,0.1,12900.png,stego,-0.011625
spa,011,0.1,12900.png,stego,0.042797
chi,011,0.1,13397.png,stego,0.0
rs,011,0.1,13397.png,stego,0.037289
spa,011,0.1,13397.png,stego,0.233327
chi,011,0.1,13948.png,stego,0.0
rs,011,0.1,13948.png,stego,0.025532
spa,011,0.1,13948.png,stego,0.0362
chi,011,0.1,14622.png,stego,0.193371
rs,011,0.1,14622.png,stego,-0.005901
spa,011,0.1,14622.png,stego,0.008991
chi,011,0.1,15015.png,stego,0.0
rs,011,0.1,15015.png,stego,0.002805
spa,011,0.1,15015.png,stego,0.003728
chi,011,0.1,15119.png,stego,0.0
rs,011,0.1,15119.png,stego,0.336074
spa,011,0.1,15119.png,stego,0.247779
chi,011,0.1,16335.png,stego,0.0
rs,011,0.1,16335.png,stego,0.017488
spa,011,0.1,16335.png,stego,0.039152
chi,011,0.1,16362.png,stego,0.0
rs,011,0.1,16362.png,stego,0.006701
spa,011,0.1,16362.png,stego,-0.004455
chi,011,0.1,16484.png,stego,0.999571
rs,011,0.1,16484.png,stego,-0.035235
spa,011,0.1,16484.png,stego,0.013732
chi,011,0.1,16684.png,stego,0.999899
rs,011,0.1,16684.png,stego,0.024906
spa,011,0.1,16684.png,stego,-0.009732
chi,011,0.1,16705.png,stego,0.999873
rs,011,0.1,16705.png,stego,0.019539
spa,011,0.1,16705.png,stego,-0.004718
chi,011,0.1,16829.png,stego,1.0
rs,011,0.1,16829.png,stego,-0.045846
spa,011,0.1,16829.png,stego,-0.033957
chi,011,0.1,17155.png,stego,1.0
rs,011,0.1,17155.png,stego,0.009933
spa,011,0.1,17155.png,stego,-0.106083
chi,011,0.1,17343.png,stego,0.999994
rs,011,0.1,17343.png,stego,0.006364
spa,011,0.1,17343.png,stego,0.016905
chi,011,0.1,17362.png,stego,0.9936
rs,011,0.1,17362.png,stego,0.009987
spa,011,0.1,17362.png,stego,-0.005609
chi,011,0.1,17602.png,stego,0.003928
rs,011,0.1,17602.png,stego,0.072411
spa,011,0.1,17602.png,stego,0.051747
chi,011,0.1,18290.png,stego,0.0
rs,011,0.1,18290.png,stego,0.003834
spa,011,0.1,18290.png,stego,0.004494
chi,011,0.1,18374.png,stego,0.0
rs,011,0.1,18374.png,stego,0.008672
spa,011,0.1,18374.png,stego,0.016988
chi,011,0.1,18727.png,stego,0.993071
rs,011,0.1,18727.png,stego,-0.011665
spa,011,0.1,18727.png,stego,0.005355
chi,011,0.1,19411.png,stego,0.699905
rs,011,0.1,19411.png,stego,-0.085556
spa,011,0.1,19411.png,stego,-0.061042
chi,011,0.1,20033.png,stego,0.0
rs,011,0.1,20033.png,stego,-0.008681
spa,011,0.1,20033.png,stego,-0.00257
chi,011,0.1,20034.png,stego,0.998286
rs,011,0.1,20034.png,stego,-0.013768
spa,011,0.1,20034.png,stego,-0.004564
chi,011,0.1,20290.png,stego,6.2e-05
rs,011,0.1,20290.png,stego,-0.017691
spa,011,0.1,20290.png,stego,-0.001862
chi,011,0.1,20867.png,stego,0.0
rs,011,0.1,20867.png,stego,0.014953
spa,011,0.1,20867.png,stego,0.016828
chi,011,0.1,20927.png,stego,0.0
rs,011,0.1,20927.png,stego,-0.02613
spa,011,0.1,20927.png,stego,0.000998
chi,011,0.1,20970.png,stego,3e-06
rs,011,0.1,20970.png,stego,0.03696
spa,011,0.1,20970.png,stego,0.056953
chi,011,0.1,21175.png,stego,0.999874
rs,011,0.1,21175.png,stego,0.043172
spa,011,0.1,21175.png,stego,0.003075
chi,011,0.1,21179.png,stego,0.0
rs,011,0.1,21179.png,stego,0.020015
spa,011,0.1,21179.png,stego,-0.009522
chi,011,0.1,21320.png,stego,0.0
rs,011,0.1,21320.png,stego,0.00163
spa,011,0.1,21320.png,stego,-0.00333
chi,011,0.1,21580.png,stego,0.853076
rs,011,0.1,21580.png,stego,-0.011368
spa,011,0.1,21580.png,stego,0.037019
chi,011,0.1,23207.png,stego,0.0
rs,011,0.1,23207.png,stego,0.108445
spa,011,0.1,23207.png,stego,0.100371
chi,011,0.1,23417.png,stego,0.0
rs,011,0.1,23417.png,stego,-0.020391
spa,011,0.1,23417.png,stego,-0.00597
chi,011,0.1,24051.png,stego,0.0
rs,011,0.1,24051.png,stego,-0.009021
spa,011,0.1,24051.png,stego,0.002434
chi,011,0.1,24958.png,stego,0.931442
rs,011,0.1,24958.png,stego,0.013783
spa,011,0.1,24958.png,stego,0.003235
chi,011,0.1,25145.png,stego,0.0
rs,011,0.1,25145.png,stego,0.040169
spa,011,0.1,25145.png,stego,0.018117
chi,011,0.1,25314.png,stego,0.0
rs,011,0.1,25314.png,stego,-0.022713
spa,011,0.1,25314.png,stego,0.012694
chi,011,0.1,26159.png,stego,0.0
rs,011,0.1,26159.png,stego,-0.001924
spa,011,0.1,26159.png,stego,0.008874
chi,011,0.1,26366.png,stego,0.0
rs,011,0.1,26366.png,stego,0.281519
spa,011,0.1,26366.png,stego,0.183031
chi,011,0.1,27461.png,stego,0.0
rs,011,0.1,27461.png,stego,0.159296
spa,011,0.1,27461.png,stego,0.118876
chi,011,0.1,27608.png,stego,0.0
rs,011,0.1,27608.png,stego,-0.00251
spa,011,0.1,27608.png,stego,-0.00851
chi,011,0.1,27654.png,stego,0.0
rs,011,0.1,27654.png,stego,-0.003004
spa,011,0.1,27654.png,stego,0.001658
chi,011,0.1,27761.png,stego,0.0
rs,011,0.1,27761.png,stego,0.045572
spa,011,0.1,27761.png,stego,0.030163
chi,011,0.1,27939.png,stego,0.0
rs,011,0.1,27939.png,stego,0.311841
spa,011,0.1,27939.png,stego,0.217286
chi,011,0.1,28535.png,stego,0.004873
rs,011,0.1,28535.png,stego,0.017627
spa,011,0.1,28535.png,stego,0.013812
chi,011,0.1,28747.png,stego,0.024427
rs,011,0.1,28747.png,stego,-0.056431
spa,011,0.1,28747.png,stego,0.130317
chi,011,0.1,28865.png,stego,0.0
rs,011,0.1,28865.png,stego,0.010282
spa,011,0.1,28865.png,stego,0.010331
chi,011,0.1,28894.png,stego,0.997117
rs,011,0.1,28894.png,stego,-0.003734
spa,011,0.1,28894.png,stego,-7.8e-05
chi,011,0.1,29257.png,stego,0.999998
rs,011,0.1,29257.png,stego,0.01178
spa,011,0.1,29257.png,stego,0.043702
chi,011,0.1,29452.png,stego,0.0
rs,011,0.1,29452.png,stego,0.050532
spa,011,0.1,29452.png,stego,0.027084
chi,011,0.1,29872.png,stego,0.12817
rs,011,0.1,29872.png,stego,0.035469
spa,011,0.1,29872.png,stego,0.071247
chi,011,0.1,30008.png,stego,0.0
rs,011,0.1,30008.png,stego,-0.017632
spa,011,0.1,30008.png,stego,0.025843
chi,011,0.1,30022.png,stego,0.959171
rs,011,0.1,30022.png,stego,0.016522
spa,011,0.1,30022.png,stego,0.006325
chi,011,0.1,30496.png,stego,0.301521
rs,011,0.1,30496.png,stego,-0.020103
spa,011,0.1,30496.png,stego,-0.019888
chi,011,0.1,31030.png,stego,0.999914
rs,011,0.1,31030.png,stego,-0.010076
spa,011,0.1,31030.png,stego,-0.009127
chi,011,0.1,31286.png,stego,0.0
rs,011,0.1,31286.png,stego,0.055657
spa,011,0.1,31286.png,stego,0.014129
chi,011,0.1,31386.png,stego,0.0
rs,011,0.1,31386.png,stego,-0.010679
spa,011,0.1,31386.png,stego,0.017456
chi,011,0.1,32528.png,stego,1.0
rs,011,0.1,32528.png,stego,0.05608
spa,011,0.1,32528.png,stego,-0.018572
chi,011,0.1,32707.png,stego,0.0
rs,011,0.1,32707.png,stego,0.521646
spa,011,0.1,32707.png,stego,0.210734
chi,011,0.1,32954.png,stego,1.0
rs,011,0.1,32954.png,stego,0.048906
spa,011,0.1,32954.png,stego,0.040014
chi,011,0.1,34238.png,stego,1.0
rs,011,0.1,34238.png,stego,0.026891
